split,row_i,n_points,n_classes_present,classes_present,only_bg,bg_points,fg_points
train,621,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,622,8192,12,"0,1,2,4,5,6,8,9,10,11,12,13",0,6554,1638
train,623,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,624,8192,12,"0,1,2,4,5,6,8,9,10,11,12,13",0,6554,1638
train,625,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,626,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,627,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,628,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,629,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,630,8192,14,"0,1,2,3,4,5,6,8,9,10,11,12,13,14",0,6554,1638
train,631,8192,14,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",0,6554,1638
train,632,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,633,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,634,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,635,8192,12,"0,1,2,3,4,5,6,8,9,10,11,13",0,6554,1638
train,636,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,637,8192,13,"0,1,2,3,5,6,7,8,9,10,11,12,13",0,6554,1638
train,638,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,639,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,640,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,641,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,642,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,643,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,644,8192,14,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",0,6554,1638
train,645,8192,1,0,1,8192,0
train,646,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,647,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,648,8192,11,"0,1,2,4,5,6,8,9,11,12,13",0,6554,1638
train,649,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,650,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,651,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,652,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,653,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,654,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,655,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,656,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,657,8192,1,0,1,8192,0
train,658,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,659,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,660,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,661,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,662,8192,1,0,1,8192,0
train,663,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,664,8192,14,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",0,6554,1638
train,665,8192,14,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",0,6554,1638
train,666,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,667,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,668,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,669,8192,12,"0,1,2,4,5,6,8,9,10,11,12,13",0,6554,1638
train,670,8192,14,"0,1,2,3,4,5,6,8,9,10,11,12,13,14",0,6554,1638
train,671,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,672,8192,14,"0,1,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,673,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,674,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,675,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,676,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,677,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,678,8192,1,0,1,8192,0
train,679,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,680,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,681,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,682,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,683,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,684,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,685,8192,13,"0,1,2,3,4,5,6,7,8,9,11,12,13",0,6554,1638
train,686,8192,13,"0,1,2,4,5,6,7,8,9,11,12,13,14",0,6554,1638
train,687,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,688,8192,13,"0,1,2,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,689,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,690,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,691,8192,14,"0,1,2,3,4,5,6,8,9,10,11,12,13,14",0,6554,1638
train,692,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,693,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,694,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,695,8192,14,"0,1,2,3,4,5,6,8,9,10,11,12,13,14",0,6554,1638
train,696,8192,13,"0,1,2,4,5,6,7,8,9,11,12,13,14",0,6554,1638
train,697,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,698,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,699,8192,1,0,1,8192,0
train,700,8192,14,"0,1,2,3,4,6,7,8,9,10,11,12,13,14",0,6554,1638
train,701,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,702,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,703,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,704,8192,1,0,1,8192,0
train,705,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,706,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,707,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,708,8192,11,"0,1,2,4,5,6,8,9,11,12,13",0,6554,1638
train,709,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,710,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,711,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,712,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,713,8192,14,"0,1,2,3,4,5,6,8,9,10,11,12,13,14",0,6554,1638
train,714,8192,14,"0,1,2,3,4,5,6,8,9,10,11,12,13,14",0,6554,1638
train,715,8192,14,"0,1,2,3,4,5,6,8,9,10,11,12,13,14",0,6554,1638
train,716,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,717,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,718,8192,14,"0,1,2,3,4,5,6,8,9,10,11,12,13,14",0,6554,1638
train,719,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,720,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,721,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,722,8192,13,"0,1,3,4,5,6,8,9,10,11,12,13,14",0,6554,1638
train,723,8192,14,"0,1,2,3,4,5,6,8,9,10,11,12,13,14",0,6554,1638
train,724,8192,13,"0,1,2,3,5,6,7,8,9,10,11,13,14",0,6554,1638
train,725,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,726,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,727,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,728,8192,13,"0,1,2,3,4,5,7,8,9,10,11,13,14",0,6554,1638
train,729,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,730,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,731,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,732,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,733,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,734,8192,14,"0,1,2,3,4,5,6,8,9,10,11,12,13,14",0,6554,1638
train,735,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,736,8192,12,"0,1,2,3,4,5,6,8,10,11,12,13",0,6554,1638
train,737,8192,13,"0,1,2,3,4,6,7,8,9,10,11,13,14",0,6554,1638
train,738,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,739,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,740,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,741,8192,14,"0,1,2,3,4,5,6,8,9,10,11,12,13,14",0,6554,1638
train,742,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,743,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,744,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,745,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,746,8192,14,"0,1,2,3,4,5,6,7,8,9,11,12,13,14",0,6554,1638
train,747,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,748,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,749,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,750,8192,12,"0,1,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,751,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,752,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,753,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,754,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,755,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,756,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,757,8192,12,"0,1,2,3,4,5,6,8,9,11,12,13",0,6554,1638
train,758,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,759,8192,14,"0,1,2,3,4,5,6,8,9,10,11,12,13,14",0,6554,1638
train,760,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,761,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,762,8192,11,"0,1,2,4,5,6,8,9,11,12,13",0,6554,1638
train,763,8192,11,"0,1,2,4,5,6,8,9,11,12,13",0,6554,1638
train,764,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,765,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,766,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,767,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,768,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,769,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,770,8192,14,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",0,6554,1638
train,771,8192,14,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",0,6554,1638
train,772,8192,13,"0,1,2,3,5,6,7,8,9,10,12,13,14",0,6554,1638
train,773,8192,13,"0,1,2,3,5,6,7,8,9,10,12,13,14",0,6554,1638
train,774,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,775,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,776,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,777,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,778,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,779,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,780,8192,14,"0,1,2,3,4,5,6,8,9,10,11,12,13,14",0,6554,1638
train,781,8192,14,"0,1,2,3,4,5,6,8,9,10,11,12,13,14",0,6554,1638
train,782,8192,12,"0,1,2,3,4,5,6,8,9,10,11,13",0,6554,1638
train,783,8192,12,"0,1,2,3,4,5,6,8,9,10,11,13",0,6554,1638
train,784,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,785,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,786,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,787,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,788,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,789,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,790,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,791,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,792,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,793,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,794,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,795,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,796,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,797,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,798,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,799,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,800,8192,14,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",0,6554,1638
train,801,8192,14,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",0,6554,1638
train,802,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,803,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,804,8192,14,"0,1,2,3,4,5,6,8,9,10,11,12,13,14",0,6554,1638
train,805,8192,14,"0,1,2,3,4,5,6,8,9,10,11,12,13,14",0,6554,1638
train,806,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,807,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,808,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,809,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,810,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,811,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,812,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,813,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,814,8192,14,"0,1,2,3,4,5,6,8,9,10,11,12,13,14",0,6554,1638
train,815,8192,14,"0,1,2,3,4,5,6,8,9,10,11,12,13,14",0,6554,1638
train,816,8192,14,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",0,6554,1638
train,817,8192,14,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",0,6554,1638
train,818,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,819,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,820,8192,1,0,1,8192,0
train,821,8192,1,0,1,8192,0
train,822,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,823,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,824,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,825,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,826,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,827,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,828,8192,11,"0,1,2,4,5,6,8,9,11,12,13",0,6554,1638
train,829,8192,11,"0,1,2,4,5,6,8,9,11,12,13",0,6554,1638
train,830,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,831,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,832,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,833,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,834,8192,14,"0,1,2,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,835,8192,14,"0,1,2,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,836,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,837,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,838,8192,13,"0,1,2,3,4,6,7,8,9,10,11,13,14",0,6554,1638
train,839,8192,13,"0,1,2,3,4,6,7,8,9,10,11,13,14",0,6554,1638
train,840,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,841,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,842,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,843,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,844,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,845,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,846,8192,1,0,1,8192,0
train,847,8192,1,0,1,8192,0
train,848,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,849,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,850,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,851,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,852,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,853,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,854,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,855,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,856,8192,11,"0,1,2,4,5,6,8,9,11,12,13",0,6554,1638
train,857,8192,11,"0,1,2,4,5,6,8,9,11,12,13",0,6554,1638
train,858,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,859,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,860,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,861,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,862,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,863,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,864,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,865,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,866,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,867,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,868,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,869,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,870,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,871,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,872,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,873,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,874,8192,13,"0,1,2,4,5,6,7,8,9,11,12,13,14",0,6554,1638
train,875,8192,13,"0,1,2,4,5,6,7,8,9,11,12,13,14",0,6554,1638
train,876,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,877,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,878,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,879,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,880,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,881,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,882,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,883,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,884,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,885,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,886,8192,12,"0,1,2,4,5,6,8,9,10,11,12,13",0,6554,1638
train,887,8192,12,"0,1,2,4,5,6,8,9,10,11,12,13",0,6554,1638
train,888,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,889,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,890,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,891,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,892,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,893,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,894,8192,1,0,1,8192,0
train,895,8192,1,0,1,8192,0
train,896,8192,13,"0,1,2,3,4,5,8,9,10,11,12,13,14",0,6554,1638
train,897,8192,13,"0,1,2,3,4,5,8,9,10,11,12,13,14",0,6554,1638
train,898,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,899,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,900,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,901,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,902,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,903,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,904,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,905,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,906,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,907,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,908,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,909,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,910,8192,11,"0,1,2,4,5,6,8,9,11,12,13",0,6554,1638
train,911,8192,11,"0,1,2,4,5,6,8,9,11,12,13",0,6554,1638
train,912,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,913,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,914,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,915,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,916,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,917,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,918,8192,12,"0,1,2,4,5,6,8,9,10,11,12,13",0,6554,1638
train,919,8192,12,"0,1,2,4,5,6,8,9,10,11,12,13",0,6554,1638
train,920,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,921,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,922,8192,1,0,1,8192,0
train,923,8192,1,0,1,8192,0
train,924,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,925,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,926,8192,11,"0,1,2,4,5,6,8,9,11,12,13",0,6554,1638
train,927,8192,11,"0,1,2,4,5,6,8,9,11,12,13",0,6554,1638
train,928,8192,12,"0,1,2,4,5,6,8,9,10,11,12,13",0,6554,1638
train,929,8192,12,"0,1,2,4,5,6,8,9,10,11,12,13",0,6554,1638
train,930,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
